,title,year,genre,country_first,iso3,continent
1073,Flesh Gordon Meets the Cosmic Cheerleaders,1990,"Comedy, Sci-Fi",Canada,CAN,North America
1074,La mosca 2,1989,"Drama, Horror, Sci-Fi",USA,USA,North America
1075,Denti assassini,1989,"Sci-Fi, Horror",Canada,CAN,North America
1076,Eroi del futuro,1988,"Action, Adventure, Sci-Fi",Philippines,PHL,Asia
1077,Ganheddo,1989,"Action, Sci-Fi, Thriller",Japan,JPN,Asia
1078,Godzilla contro Biollante,1989,"Action, Sci-Fi",Japan,JPN,Asia
1079,I marziani invadono la Terra,1989,"Comedy, Horror, Sci-Fi",USA,USA,North America
1080,Lords of the Deep,1989,"Sci-Fi, Thriller",USA,USA,North America
1081,DNA formula letale,1990,"Horror, Sci-Fi",Italy,ITA,Europe
1082,Meteo,1990,"Drama, Mystery, Sci-Fi",Hungary,HUN,Europe
1083,Millennium,1989,"Drama, Sci-Fi, Thriller",USA,USA,North America
1084,Una squadra alien...ata,1989,"Comedy, Horror, Sci-Fi",USA,USA,North America
1085,Moon 44 - Attacco alla fortezza,1990,"Action, Sci-Fi, Thriller",Germany,DEU,Europe
1086,Moontrap - Destinazione Terra,1989,"Horror, Sci-Fi",USA,USA,North America
1087,Nightwish,1989,"Horror, Sci-Fi",USA,USA,North America
1088,El niño de la luna,1989,"Fantasy, Sci-Fi",Spain,ESP,Europe
1089,Ritorno a Gor,1988,"Action, Fantasy, Sci-Fi",USA,USA,North America
1090,Princess Warrior,1989,"Comedy, Romance, Sci-Fi",USA,USA,North America
1091,R.O.T.O.R.,1987,"Action, Sci-Fi, Thriller",USA,USA,North America
1092,Cyber-C.H.I.C.,1990,"Action, Comedy, Sci-Fi",USA,USA,North America
1093,Roller Blade Warriors: Taken by Force,1989,"Action, Adventure, Sci-Fi",USA,USA,North America
1094,A.A.A. Detective chiaroveggente offresi,1989,"Comedy, Mystery, Sci-Fi",USA,USA,North America
1095,Slipstream,1989,"Adventure, Sci-Fi",United Kingdom,GBR,Europe
1096,"Spirits of the Air, Gremlins of the Clouds",1987,"Adventure, Sci-Fi",Australia,AUS,Oceania
1097,Split,1989,"Drama, Mystery, Sci-Fi",USA,USA,North America
1098,I figli del fuoco,1990,"Horror, Sci-Fi, Thriller",USA,USA,North America
1099,Time Trackers,1989,"Action, Adventure, Sci-Fi",USA,USA,North America
1100,Tom et Lola,1990,Sci-Fi,France,FRA,Europe
1101,Le trésor des îles chiennes,1990,"Mystery, Sci-Fi",France,FRA,Europe
1102,Aftershock,1990,"Action, Sci-Fi",USA,USA,North America
1103,The Arrival,1991,"Horror, Sci-Fi",USA,USA,North America
1104,Ritorno al futuro - Parte III,1990,"Adventure, Comedy, Sci-Fi",USA,USA,North America
1105,Brain Dead,1990,"Horror, Mystery, Sci-Fi",USA,USA,North America
1106,Re-Animator 2,1990,"Comedy, Horror, Sci-Fi",USA,USA,North America
1107,L'androide,1990,"Action, Comedy, Sci-Fi",USA,USA,North America
1108,Classe 1999,1990,"Action, Horror, Sci-Fi",USA,USA,North America
1109,Darkman,1990,"Action, Sci-Fi, Thriller",USA,USA,North America
1110,Dragonfight,1990,"Fantasy, Sci-Fi",USA,USA,North America
1111,Dream Trap,1990,"Comedy, Romance, Sci-Fi",USA,USA,North America
1112,I guerrieri delle dune,1991,"Action, Adventure, Sci-Fi",USA,USA,North America
1113,UFO - Pioggia mortale,1990,"Action, Sci-Fi, Thriller",USA,USA,North America
1114,Forza di fuoco,1991,"Action, Sci-Fi, Thriller",USA,USA,North America
1115,Linea mortale,1990,"Drama, Horror, Sci-Fi",USA,USA,North America
1116,Frankenhooker,1990,"Comedy, Horror, Sci-Fi",USA,USA,North America
1117,Frankenstein oltre le frontiere del tempo,1990,"Drama, Horror, Sci-Fi",USA,USA,North America
1118,Future Force,1989,"Action, Crime, Sci-Fi",USA,USA,North America
1119,Future Zone,1990,"Action, Crime, Sci-Fi",USA,USA,North America
1120,Il racconto dell'ancella,1990,"Drama, Romance, Sci-Fi",USA,USA,North America
1121,Hardware - Metallo letale,1990,"Sci-Fi, Thriller",United Kingdom,GBR,Europe
1122,The Invisible Maniac,1990,"Comedy, Horror, Sci-Fi",USA,USA,North America
1123,Iskushenie B.,1991,"Drama, Sci-Fi",Russia,RUS,Europe
1124,Balle spaziali 2 - La vendetta,1989,"Comedy, Sci-Fi",USA,USA,North America
1125,Megaville,1990,"Sci-Fi, Thriller",USA,USA,North America
1126,Mindwarp,1991,"Horror, Sci-Fi, Thriller",USA,USA,North America
1127,Il giorno della crisalide,1988,"Action, Sci-Fi, Horror",USA,USA,North America
1128,Omega Cop,1990,"Action, Sci-Fi",USA,USA,North America
1129,Peacemaker,1990,"Action, Romance, Sci-Fi",USA,USA,North America
1130,Predator 2,1990,"Action, Horror, Sci-Fi",USA,USA,North America
1131,2020: il grande inganno,1989,"Action, Comedy, Sci-Fi",USA,USA,North America
1132,Red Blooded American Girl,1990,"Comedy, Horror, Sci-Fi",Canada,CAN,North America
1133,RoboCop 2,1990,"Action, Crime, Sci-Fi",USA,USA,North America
1134,Robot Ninja,1989,"Action, Horror, Sci-Fi",USA,USA,North America
1135,Zona d'ombra,1990,"Horror, Sci-Fi",USA,USA,North America
1136,Shakma - Morire per gioco,1990,"Horror, Sci-Fi, Thriller",USA,USA,North America
1137,Solar Crisis,1990,"Sci-Fi, Thriller",Japan,JPN,Asia
1138,Spaced Invaders,1990,"Adventure, Comedy, Sci-Fi",USA,USA,North America
1139,I visitatori del sabato sera,1990,"Comedy, Sci-Fi",USA,USA,North America
1140,Steel and Lace,1991,"Action, Horror, Sci-Fi",USA,USA,North America
1141,Street Asylum,1990,"Action, Sci-Fi, Thriller",USA,USA,North America
1142,Syngenor,1990,"Horror, Sci-Fi",USA,USA,North America
1143,Terminal City Ricochet,1990,"Comedy, Sci-Fi",Canada,CAN,North America
1144,The Terror Within II,1991,"Horror, Sci-Fi",USA,USA,North America
1145,Time Barbarians,1991,"Fantasy, Sci-Fi",USA,USA,North America
1146,Atto di forza,1990,"Action, Sci-Fi, Thriller",USA,USA,North America
1147,Alterazione genetica II,1990,"Horror, Sci-Fi",USA,USA,North America
1148,Il ritorno dell'alieno,1990,"Action, Horror, Sci-Fi",Canada,CAN,North America
1149,"Abdulladzhan, ili posvyashchaetsya Stivenu Spilbergu",1991,"Comedy, Sci-Fi",Russia,RUS,Europe
1150,"Abraxas, Guardian of the Universe",1990,"Action, Sci-Fi",Canada,CAN,North America
1151,Alien Space Avenger,1989,"Comedy, Horror, Sci-Fi",USA,USA,North America
1152,Alligator II: The Mutation,1991,"Horror, Sci-Fi",USA,USA,North America
1153,Arena,1989,"Action, Adventure, Sci-Fi",Italy,ITA,Europe
1154,Severed Ties,1992,"Comedy, Horror, Sci-Fi",USA,USA,North America
1155,Fino alla fine del mondo,1991,"Action, Drama, Sci-Fi",Germany,DEU,Europe
1156,Blue Tornado,1991,"Action, Sci-Fi, Thriller",Italy,ITA,Europe
1157,No Control - Fuori controllo,1991,"Horror, Sci-Fi, Thriller",USA,USA,North America
1158,Il cacciatore di teste,1991,"Comedy, Horror, Sci-Fi",USA,USA,North America
1159,Class of Nuke 'Em High Part II: Subhumanoid Meltdown,1991,"Comedy, Horror, Sci-Fi",USA,USA,North America
1160,Critters 3,1991,"Comedy, Horror, Sci-Fi",USA,USA,North America
1161,Critters 4,1992,"Horror, Sci-Fi",USA,USA,North America
1162,Terrore nello spazio,1991,"Horror, Sci-Fi",USA,USA,North America
1163,Priorità assoluta,1991,"Action, Sci-Fi, Thriller",USA,USA,North America
1164,L'ultima sfida,1990,"Action, Sci-Fi",USA,USA,North America
1165,Future Kick,1991,"Action, Sci-Fi",USA,USA,North America
1166,Guyver,1991,"Action, Comedy, Sci-Fi",USA,USA,North America
1167,Delitti e segreti,1991,"Drama, Mystery, Sci-Fi",France,FRA,Europe
1168,Karate Cop,1991,"Action, Sci-Fi",USA,USA,North America
1169,The Last Island,1990,"Drama, Sci-Fi",Netherlands,NLD,Europe
1170,Surgelati speciali,1991,"Drama, Sci-Fi",USA,USA,North America
1171,Notte di terrore,1989,"Horror, Sci-Fi",United Kingdom,GBR,Europe
1172,A Nymphoid Barbarian in Dinosaur Hell,1990,"Fantasy, Horror, Sci-Fi",USA,USA,North America
1173,Rage - Furia primitiva,1988,"Horror, Sci-Fi, Thriller",Italy,ITA,Europe
1174,Robojox,1989,"Action, Sci-Fi, Thriller",USA,USA,North America
1175,The Roller Blade Seven,1991,"Action, Sci-Fi",USA,USA,North America
1176,Scanners 2 - Il nuovo ordine,1991,"Action, Horror, Sci-Fi",Canada,CAN,North America
1177,Rotta verso l'ignoto,1991,"Action, Adventure, Sci-Fi",USA,USA,North America
1178,Cose dell'altro mondo,1991,"Action, Comedy, Sci-Fi",USA,USA,North America
1179,Terminator 2 - Il giorno del giudizio,1991,"Action, Sci-Fi",USA,USA,North America
1180,Trancers II,1991,"Action, Horror, Sci-Fi",USA,USA,North America
1181,Horror baby,1991,"Drama, Horror, Sci-Fi",USA,USA,North America
1182,Lamù - Sei sempre il mio tesoruccio,1991,"Animation, Comedy, Sci-Fi",Japan,JPN,Asia
1183,Vegas in Space,1991,"Comedy, Sci-Fi",USA,USA,North America
1184,Zombie '90: Extreme Pestilence,1991,"Horror, Sci-Fi",Germany,DEU,Europe
1185,Alien³,1992,"Action, Horror, Sci-Fi",USA,USA,North America
1186,Capitan America,1990,"Action, Adventure, Sci-Fi",USA,USA,North America
1187,Dark Vengeance,1992,"Action, Sci-Fi",USA,USA,North America
1188,Digeh che khabar?,1992,"Comedy, Sci-Fi",Iran,IRN,Asia
1189,Amore per sempre,1992,"Drama, Romance, Sci-Fi",USA,USA,North America
1190,Freejack - In fuga nel futuro,1992,"Action, Crime, Sci-Fi",USA,USA,North America
1191,Timescape,1991,"Mystery, Sci-Fi",USA,USA,North America
1192,Interceptor - Agguato nel cielo,1992,"Action, Sci-Fi",USA,USA,North America
1193,Invader,1992,Sci-Fi,USA,USA,North America
1194,Jackpot,1992,"Comedy, Sci-Fi",Italy,ITA,Europe
1195,Il tagliaerbe,1992,"Horror, Sci-Fi",United Kingdom,GBR,Europe
1196,Liquid Dreams,1991,"Sci-Fi, Thriller",USA,USA,North America
1197,The Lost World,1992,"Adventure, Fantasy, Sci-Fi",Canada,CAN,North America
1198,Avventure di un uomo invisibile,1992,"Comedy, Romance, Sci-Fi",USA,USA,North America
1199,Anno 2053 - la grande fuga,1991,"Action, Adventure, Sci-Fi",USA,USA,North America
1200,Prototype,1992,"Action, Sci-Fi",USA,USA,North America
1201,Raiders of the Sun,1992,"Action, Adventure, Sci-Fi",USA,USA,North America
1202,Rain Without Thunder,1992,"Drama, Sci-Fi",USA,USA,North America
1203,Return to the Lost World,1992,"Adventure, Sci-Fi",Canada,CAN,North America
1204,Scanners 3,1991,"Action, Horror, Sci-Fi",Canada,CAN,North America
1205,Alla radice del male,1992,"Horror, Sci-Fi",USA,USA,North America
1206,Tetsuo II: Body Hammer,1992,"Action, Horror, Sci-Fi",Japan,JPN,Asia
1207,Colpo doppio,1991,"Action, Drama, Sci-Fi",USA,USA,North America
1208,Tribulation 99: Alien Anomalies Under America,1992,"Comedy, Sci-Fi",USA,USA,North America
1209,Ultra Warrior,1990,"Action, Adventure, Sci-Fi",Peru,PER,South America
1210,I nuovi eroi,1992,"Action, Sci-Fi",USA,USA,North America
1211,Lo mau,1992,"Action, Horror, Sci-Fi",Hong Kong,HKG,Asia
1212,Wicked City,1992,"Action, Horror, Sci-Fi",Hong Kong,HKG,Asia
1213,Azione mutante,1993,"Comedy, Sci-Fi",Spain,ESP,Europe
1214,Incontri ravvicinati del quarto tipo,1993,"Comedy, Sci-Fi",USA,USA,North America
1215,Blue Flame,1993,"Drama, Sci-Fi",USA,USA,North America
1216,Body Melt,1993,"Horror, Comedy, Sci-Fi",Australia,AUS,Oceania
1217,Ultracorpi - L'invasione continua,1993,"Horror, Sci-Fi",USA,USA,North America
1218,Carnosaur - La distruzione,1993,"Horror, Sci-Fi",USA,USA,North America
1219,Chiu kup hok hau ba wong,1993,"Action, Comedy, Sci-Fi",Hong Kong,HKG,Asia
1220,Teste di cono,1993,"Comedy, Sci-Fi",USA,USA,North America
1221,Contamination .7,1993,"Horror, Sci-Fi, Thriller",Italy,ITA,Europe
1222,Demolition Man,1993,"Action, Sci-Fi, Thriller",USA,USA,North America
1223,Dragon Fire,1993,"Action, Drama, Sci-Fi",USA,USA,North America
1224,Firepower,1993,"Action, Crime, Sci-Fi",USA,USA,North America
1225,2013 - La fortezza,1992,"Action, Crime, Sci-Fi",Australia,AUS,Oceania
1226,Frogtown II,1992,"Sci-Fi, Action",USA,USA,North America
1227,Future Shock,1994,"Sci-Fi, Horror",USA,USA,North America
1228,Killer machine,1993,"Horror, Sci-Fi, Thriller",USA,USA,North America
1229,Jurassic Park,1993,"Action, Adventure, Sci-Fi",USA,USA,North America
1230,I cavalieri del futuro,1993,"Action, Adventure, Sci-Fi",USA,USA,North America
1231,Ginga eiyû densetsu: Arata naru tatakai no jokyoku,1993,"Animation, Romance, Sci-Fi",Japan,JPN,Asia
1232,Il miglior amico dell'uomo,1993,"Comedy, Horror, Sci-Fi",USA,USA,North America
1233,Mandroid,1993,"Action, Sci-Fi",USA,USA,North America
1234,Metamorphosis: The Alien Factor,1990,"Horror, Sci-Fi, Thriller",USA,USA,North America
1235,Mod Fuck Explosion,1994,"Comedy, Drama, Sci-Fi",USA,USA,North America
1236,Monolith - Impatto mortale,1993,"Action, Sci-Fi",Germany,DEU,Europe
1237,Cyborg - La vendetta,1992,"Action, Sci-Fi, Thriller",Denmark,DNK,Europe
1238,Nukie,1987,"Family, Sci-Fi",South Africa,ZAF,Africa
1239,Philadelphia Experiment II,1993,"Action, Adventure, Sci-Fi",USA,USA,North America
1240,Return of the Roller Blade Seven,1993,"Action, Sci-Fi",USA,USA,North America
1241,RoboCop 3,1993,"Action, Crime, Sci-Fi",USA,USA,North America
1242,Guerre di robot,1993,"Action, Sci-Fi",USA,USA,North America
1243,Routasydän,1993,"Drama, Sci-Fi, Thriller",Finland,FIN,Europe
1244,The Secret Adventures of Tom Thumb,1993,"Animation, Adventure, Sci-Fi",United Kingdom,GBR,Europe
1245,Skeeter,1993,"Action, Horror, Sci-Fi",USA,USA,North America
1246,Demolition Cop,1993,"Action, Sci-Fi",Canada,CAN,North America
1247,Ticks - Larve di sangue,1993,"Horror, Sci-Fi",USA,USA,North America
1248,Ritorno dal futuro,1993,"Action, Adventure, Sci-Fi",Canada,CAN,North America
1249,The Executioners,1993,"Action, Sci-Fi, Thriller",Hong Kong,HKG,Asia
1250,Ai shitî,1986,"Animation, Action, Sci-Fi",Japan,JPN,Asia
1251,Il guerriero d'acciaio,1993,"Action, Sci-Fi",USA,USA,North America
1252,A.P.E.X.,1994,"Action, Sci-Fi",USA,USA,North America
1253,Automatic,1995,"Action, Sci-Fi, Thriller",USA,USA,North America
1254,Brainscan - Il gioco della morte,1994,"Comedy, Horror, Sci-Fi",United Kingdom,GBR,Europe
1255,Classe 1999 II: Il supplente,1994,"Action, Horror, Sci-Fi",USA,USA,North America
1256,Cyber Tracker - I replicanti,1994,"Action, Sci-Fi",USA,USA,North America
1257,Cyborg Cop,1993,"Action, Sci-Fi",USA,USA,North America
1258,Cyborg Cop II,1994,"Action, Sci-Fi",USA,USA,North America
1259,Dark Future,1994,"Action, Sci-Fi",USA,USA,North America
1260,The Dark,1993,"Horror, Sci-Fi",Canada,CAN,North America
1261,Death Machine,1994,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
1262,Freaked - sgorbi,1993,"Comedy, Sci-Fi",USA,USA,North America
1263,Guyver: Dark Hero,1994,"Action, Sci-Fi",USA,USA,North America
1264,L'alieno 2,1993,"Crime, Horror, Sci-Fi",USA,USA,North America
1265,The High Crusade,1994,"Adventure, Comedy, Sci-Fi",Germany,DEU,Europe
1266,Invisibile,1993,"Action, Horror, Sci-Fi",USA,USA,North America
1267,Jungleground,1995,"Action, Sci-Fi, Thriller",Canada,CAN,North America
1268,Junior,1994,"Comedy, Romance, Sci-Fi",USA,USA,North America
1269,La machine - un corpo in prestito,1994,"Horror, Sci-Fi, Thriller",France,FRA,Europe
1270,New Crime City,1994,"Action, Sci-Fi",Peru,PER,South America
1271,Fuga da Absolom,1994,"Action, Drama, Sci-Fi",USA,USA,North America
1272,Quella strana piccola bottega,1994,"Comedy, Family, Sci-Fi",USA,USA,North America
1273,Plan 10 from Outer Space,1995,"Comedy, Sci-Fi",USA,USA,North America
1274,Plughead Rewired: Circuitry Man II,1994,Sci-Fi,USA,USA,North America
1275,L'ombra del cacciatore,1994,"Action, Sci-Fi",USA,USA,North America
1276,Regenerated Man,1994,"Horror, Sci-Fi",USA,USA,North America
1277,Replikator,1994,Sci-Fi,Canada,CAN,North America
1278,Il terrore dalla sesta luna,1994,"Horror, Sci-Fi, Thriller",USA,USA,North America
1279,Stargate,1994,"Action, Adventure, Sci-Fi",USA,USA,North America
1280,T-Force,1994,"Action, Sci-Fi",USA,USA,North America
1281,Tammy e il T-Rex,1994,"Comedy, Sci-Fi",USA,USA,North America
1282,Timecop - Indagine dal futuro,1994,"Action, Crime, Sci-Fi",USA,USA,North America
1283,U.F.O.,1993,"Comedy, Sci-Fi",United Kingdom,GBR,Europe
1284,The Unborn II,1994,"Horror, Sci-Fi",USA,USA,North America
1285,Watchers III,1994,"Sci-Fi, Horror",USA,USA,North America
1286,Welcome II the Terrordome,1995,"Drama, Sci-Fi",United Kingdom,GBR,Europe
1287,Zeiram 2,1994,"Action, Comedy, Sci-Fi",Japan,JPN,Asia
1288,Alien Terminator,1995,"Horror, Sci-Fi",USA,USA,North America
1289,Atolladero,1995,"Sci-Fi, Western",Spain,ESP,Europe
1290,Beach Babes 2: Cave Girl Island,1995,"Comedy, Sci-Fi",USA,USA,North America
1291,Black Scorpion,1995,"Action, Crime, Sci-Fi",USA,USA,North America
1292,Caged Heat 3000,1995,"Action, Sci-Fi",USA,USA,North America
1293,Carnosaur 2,1995,"Action, Horror, Sci-Fi",USA,USA,North America
1294,La città perduta,1995,"Fantasy, Sci-Fi",France,FRA,Europe
1295,Cyber Bandits,1995,"Adventure, Crime, Sci-Fi",USA,USA,North America
1296,Cyberjack - Sfida finale,1995,"Action, Sci-Fi",USA,USA,North America
1297,Cyber Vengeance,1995,"Action, Sci-Fi, Thriller",USA,USA,North America
1298,Cyborg Cop III,1995,"Action, Sci-Fi, Thriller",USA,USA,North America
1299,The Demolitionist,1995,"Action, Horror, Sci-Fi",USA,USA,North America
1300,Digital Man,1995,"Action, Sci-Fi, Thriller",USA,USA,North America
1301,Dr. Jekyll & Miss Hyde,1995,"Comedy, Romance, Sci-Fi",United Kingdom,GBR,Europe
1302,Droid Gunner,1995,"Action, Sci-Fi",USA,USA,North America
1303,Electra,1996,"Action, Sci-Fi, Thriller",USA,USA,North America
1304,Alien Visitor,1997,"Drama, Sci-Fi",Australia,AUS,Oceania
1305,Evolver - Un amico pericoloso,1995,"Action, Horror, Sci-Fi",USA,USA,North America
1306,Killer virtuale,1995,"Action, Sci-Fi",Canada,CAN,North America
1307,Farligt venskab,1995,"Drama, Romance, Sci-Fi",Denmark,DNK,Europe
1308,Firestorm,1997,"Action, Sci-Fi, Thriller",USA,USA,North America
1309,Il ritorno di Kenshiro,1995,"Action, Fantasy, Sci-Fi",USA,USA,North America
1310,Galaxis,1995,"Action, Sci-Fi, Thriller",USA,USA,North America
1311,Gojira vs. Desutoroiâ,1995,"Action, Horror, Sci-Fi",Japan,JPN,Asia
1312,Heatseeker,1995,"Action, Drama, Sci-Fi",USA,USA,North America
1313,Johnny Mnemonic,1995,"Action, Drama, Sci-Fi",Canada,CAN,North America
1314,Dredd - La legge sono io,1995,"Action, Crime, Sci-Fi",USA,USA,North America
1315,Lipton Cockton in the Shadows of Sodoma,1995,"Mystery, Sci-Fi, Thriller",Finland,FIN,Europe
1316,Lunar Cop - Poliziotto dello spazio,1995,"Action, Drama, Sci-Fi",South Africa,ZAF,Africa
1317,August in the Water,1995,"Drama, Sci-Fi",Japan,JPN,Asia
1318,Mosquito,1994,"Horror, Sci-Fi",USA,USA,North America
1319,Mutant Species,1995,"Horror, Sci-Fi",USA,USA,North America
1320,Trapped - Identità nascoste,1996,"Sci-Fi, Thriller",USA,USA,North America
1321,Night of the Scarecrow,1995,"Horror, Sci-Fi",USA,USA,North America
1322,Not Like Us,1995,"Horror, Sci-Fi",USA,USA,North America
1323,Killer dallo spazio,1995,Sci-Fi,USA,USA,North America
1324,The Outpost,1995,"Horror, Sci-Fi",USA,USA,North America
1325,Phoenix,1995,Sci-Fi,USA,USA,North America
1326,Project: Metalbeast,1995,"Horror, Sci-Fi",USA,USA,North America
1327,Proteus,1995,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
1328,Riccardo III,1995,"Drama, Sci-Fi, War",United Kingdom,GBR,Europe
1329,Savage,1996,"Action, Sci-Fi, Thriller",USA,USA,North America
1330,Screamers - Urla dallo spazio,1995,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
1331,Specie mortale,1995,"Action, Horror, Sci-Fi",USA,USA,North America
1332,Terminal Voyage - Missione Trion,1994,"Mystery, Sci-Fi",USA,USA,North America
1333,Tank Girl,1995,"Action, Comedy, Sci-Fi",USA,USA,North America
1334,P.D. Il giorno della riscossa,1996,"Action, Sci-Fi, Thriller",Canada,CAN,North America
1335,Timemaster,1995,"Adventure, Sci-Fi, Western",USA,USA,North America
1336,L'esercito delle 12 scimmie,1995,"Mystery, Sci-Fi, Thriller",USA,USA,North America
1337,Vampire Vixens from Venus,1995,"Comedy, Horror, Sci-Fi",USA,USA,North America
1338,Villaggio dei dannati,1995,"Horror, Sci-Fi, Thriller",USA,USA,North America
1339,Virtuality,1995,"Action, Crime, Sci-Fi",USA,USA,North America
1340,Waterworld,1995,"Action, Adventure, Sci-Fi",USA,USA,North America
1341,Xtro 3: Watch the Skies,1995,"Horror, Sci-Fi",USA,USA,North America
1342,A spasso nel tempo,1996,"Adventure, Comedy, Sci-Fi",Italy,ITA,Europe
1343,Adrenalina,1996,"Action, Sci-Fi, Thriller",USA,USA,North America
1344,Alien Abduction: Intimate Secrets,1996,Sci-Fi,USA,USA,North America
1345,Alien Species,1996,Sci-Fi,USA,USA,North America
1346,The Arrival,1996,"Sci-Fi, Thriller",USA,USA,North America
1347,Barb Wire,1996,"Action, Sci-Fi",USA,USA,North America
1348,Bombshell,1997,"Sci-Fi, Thriller",USA,USA,North America
1349,Bugged,1997,"Comedy, Horror, Sci-Fi",USA,USA,North America
1350,Carnosaur 3: Primal Species,1996,"Action, Horror, Sci-Fi",USA,USA,North America
1351,Reazione a catena,1996,"Action, Drama, Sci-Fi",USA,USA,North America
1352,La stirpe,1996,"Action, Horror, Sci-Fi",USA,USA,North America
1353,Dark Planet,1997,Sci-Fi,USA,USA,North America
1354,Darkdrive,1997,"Action, Sci-Fi",USA,USA,North America
1355,Dreammaster: The Erotic Invader,1996,"Sci-Fi, Thriller",USA,USA,North America
1356,Drive,1997,"Action, Adventure, Sci-Fi",USA,USA,North America
1357,Fuga da Los Angeles,1996,"Action, Adventure, Sci-Fi",USA,USA,North America
1358,Femalien,1996,"Romance, Sci-Fi",USA,USA,North America
